student_id,paper_id,paper_name,subject,scene,is_submit,submit_time,total_questions,wrong_count,wrong_question_ids,correct_rate
S012,56888415,2025年广州市初一数学9月月考卷,数学,刷真题,已交卷,2025/9/15 16:47,21,9,"109,552,291,095,523,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.5714
S009,52670756,广州大学附属中学初一语文第一次阶段检测,语文,刷真题,未交卷仅在线练,2025/9/10 13:25,12,0,null,0
S010,52670756,广州大学附属中学初一语文第一次阶段检测,语文,刷真题,已交卷,2025/9/10 16:37,12,3,"109,506,731,095,081,000,000,000",0.75
S011,52670756,广州大学附属中学初一语文第一次阶段检测,语文,刷真题,已交卷,2025/9/10 19:52,12,5,"1,095,045,710,950,670,000,000,000,000,000,000,000,000",0.5833
S012,52670756,广州大学附属中学初一语文第一次阶段检测,语文,刷真题,已交卷,2025/9/10 10:14,12,4,"10,950,457,109,505,200,000,000,000,000,000",0.6667
S009,40009548,2025年广州市初一英语9月月考卷,英语,刷真题,未交卷仅在线练,2025/9/15 16:03,11,0,null,0
S010,40009548,2025年广州市初一英语9月月考卷,英语,刷真题,已交卷,2025/9/15 13:26,11,0,null,1
S010,40009548,2025年广州市初一英语9月月考卷,英语,刷真题,未交卷仅在线练,2025/9/16 14:28,11,0,null,0
S011,40009548,2025年广州市初一英语9月月考卷,英语,刷真题,未交卷仅在线练,2025/9/15 10:47,11,0,null,0
S012,40009548,2025年广州市初一英语9月月考卷,英语,刷真题,已交卷,2025/9/15 7:09,11,2,"1,092,128,510,921,480",0.8182
S009,57501215,初一历史月考后巩固卷,历史,刷真题,已交卷,2025/9/19 16:14,20,6,"109,744,591,097,449,000,000,000,000,000,000,000,000,000,000,000",0.7
S010,57501215,初一历史月考后巩固卷,历史,刷真题,已交卷,2025/9/19 16:48,20,5,"1,097,431,210,974,430,000,000,000,000,000,000,000,000",0.75
S011,57501215,初一历史月考后巩固卷,历史,刷真题,已交卷,2025/9/18 17:27,20,4,"10,974,438,109,746,900,000,000,000,000,000",0.8
S012,57501215,初一历史月考后巩固卷,历史,刷真题,已交卷,2025/9/20 13:14,20,6,"109,743,841,097,445,000,000,000,000,000,000,000,000,000,000,000",0.7
S009,58017273,广州大学附属中学初一道德与法治第一次阶段检测,道德与法治,刷真题,未交卷仅在线练,2025/9/24 18:31,21,0,null,0
S010,58017273,广州大学附属中学初一道德与法治第一次阶段检测,道德与法治,刷真题,未交卷仅在线练,2025/9/24 21:12,21,0,null,0
S011,58017273,广州大学附属中学初一道德与法治第一次阶段检测,道德与法治,刷真题,已交卷,2025/9/25 18:18,21,2,"1,098,350,810,983,740",0.9048
S012,58017273,广州大学附属中学初一道德与法治第一次阶段检测,道德与法治,刷真题,未交卷仅在线练,2025/9/25 13:18,21,0,null,0
S009,52617892,初一生物上册期中模拟卷（一）,生物,刷真题,已交卷,2025/9/28 10:31,21,8,"1,094,736,710,947,540,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.619
S010,52617892,初一生物上册期中模拟卷（一）,生物,刷真题,已交卷,2025/9/28 16:07,21,5,"1,094,770,610,948,180,000,000,000,000,000,000,000,000",0.7619
S011,52617892,初一生物上册期中模拟卷（一）,生物,刷真题,已交卷,2025/9/29 7:16,21,12,"109,475,431,094,771,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.4286
S011,52617892,初一生物上册期中模拟卷（一）,生物,刷真题,未交卷仅在线练,2025/9/30 19:52,21,0,null,0
S012,52617892,初一生物上册期中模拟卷（一）,生物,刷真题,已交卷,2025/9/29 16:49,21,6,"109,473,671,094,808,000,000,000,000,000,000,000,000,000,000,000",0.7143
S009,51583581,2024年广州市初一科学期中真题卷,科学,刷真题,已交卷,2025/9/5 8:31,21,3,"109,305,781,093,110,000,000,000",0.8571
S010,51583581,2024年广州市初一科学期中真题卷,科学,刷真题,已交卷,2025/9/4 13:25,21,3,"109,308,491,093,098,000,000,000",0.8571
S011,51583581,2024年广州市初一科学期中真题卷,科学,刷真题,已交卷,2025/9/5 16:27,21,4,"10,930,740,109,312,800,000,000,000,000,000",0.8095
S012,51583581,2024年广州市初一科学期中真题卷,科学,刷真题,已交卷,2025/9/5 10:31,21,5,"1,093,067,310,930,810,000,000,000,000,000,000,000,000",0.7619
S014,57291696,2025年广州市初二数学9月月考卷,数学,刷真题,已交卷,2025/9/15 20:50,21,3,"109,672,061,096,743,000,000,000",0.8571
S015,57291696,2025年广州市初二数学9月月考卷,数学,刷真题,已交卷,2025/9/15 21:40,21,7,"10,967,253,109,673,100,000,000,000,000,000,000,000,000,000,000,000,000,000",0.6667
S016,57291696,2025年广州市初二数学9月月考卷,数学,刷真题,已交卷,2025/9/13 20:35,21,3,"109,672,201,096,759,000,000,000",0.8571
S014,54327230,广州大学附属中学初二语文第一次阶段检测,语文,刷真题,已交卷,2025/9/10 7:53,12,4,"10,951,655,109,517,300,000,000,000,000,000",0.6667
S015,54327230,广州大学附属中学初二语文第一次阶段检测,语文,刷真题,未交卷仅在线练,2025/9/10 18:58,12,0,null,0
S016,54327230,广州大学附属中学初二语文第一次阶段检测,语文,刷真题,已交卷,2025/9/9 9:27,12,3,"109,517,311,095,179,000,000,000",0.75
S014,57792444,2025年广州市初二英语9月月考卷,英语,刷真题,已交卷,2025/9/15 10:14,11,5,"1,098,067,110,980,680,000,000,000,000,000,000,000,000",0.5455
S015,57792444,2025年广州市初二英语9月月考卷,英语,刷真题,已交卷,2025/9/14 16:11,11,0,null,1
S016,57792444,2025年广州市初二英语9月月考卷,英语,刷真题,已交卷,2025/9/15 12:50,11,0,null,1
S014,57310781,初二物理月考后巩固卷,物理,刷真题,未交卷仅在线练,2025/9/19 19:04,22,0,null,0
S015,57310781,初二物理月考后巩固卷,物理,刷真题,未交卷仅在线练,2025/9/20 20:14,22,0,null,0
S016,57310781,初二物理月考后巩固卷,物理,刷真题,已交卷,2025/9/20 8:28,22,8,"1,096,953,210,969,550,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.6364
S014,51243124,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,已交卷,2025/9/25 10:40,20,7,"10,929,393,109,294,500,000,000,000,000,000,000,000,000,000,000,000,000,000",0.65
S015,51243124,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,已交卷,2025/9/25 9:01,20,11,"1,092,946,410,929,490,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.45
S016,51243124,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,未交卷仅在线练,2025/9/25 10:43,20,0,null,0
S014,57307444,初二道德与法治上册期中模拟卷（一）,道德与法治,刷真题,已交卷,2025/9/29 16:28,21,4,"10,969,027,109,690,600,000,000,000,000,000",0.8095
S016,57307444,初二道德与法治上册期中模拟卷（一）,道德与法治,刷真题,已交卷,2025/9/29 20:48,21,3,"109,693,091,096,939,000,000,000",0.8571
S014,52050117,2024年广州市初二生物期中真题卷,生物,刷真题,已交卷,2025/9/3 19:16,21,4,"10,933,493,109,337,200,000,000,000,000,000",0.8095
S015,52050117,2024年广州市初二生物期中真题卷,生物,刷真题,已交卷,2025/9/3 7:35,21,7,"10,933,532,109,337,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.6667
S016,52050117,2024年广州市初二生物期中真题卷,生物,刷真题,已交卷,2025/9/5 8:01,21,6,"109,334,931,093,358,000,000,000,000,000,000,000,000,000,000,000",0.7143
S017,57282442,2025年广州市初二数学9月月考卷,数学,刷真题,已交卷,2025/9/15 20:34,21,9,"109,654,401,096,558,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.5714
S019,57282442,2025年广州市初二数学9月月考卷,数学,刷真题,已交卷,2025/9/14 20:54,21,4,"10,965,583,109,656,700,000,000,000,000,000",0.8095
S017,52530263,广州大学附属中学初二语文第一次阶段检测,语文,刷真题,已交卷,2025/9/10 13:42,7,0,null,1
S019,52530263,广州大学附属中学初二语文第一次阶段检测,语文,刷真题,已交卷,2025/9/10 8:35,7,1,10942947,0.8571
S017,46051328,2025年广州市初二英语9月月考卷,英语,刷真题,未交卷仅在线练,2025/9/15 17:57,11,0,null,0
S019,46051328,2025年广州市初二英语9月月考卷,英语,刷真题,已交卷,2025/9/15 7:52,11,1,10924717,0.9091
S017,57575845,初二物理月考后巩固卷,物理,刷真题,已交卷,2025/9/19 10:53,21,2,"1,097,649,410,976,680",0.9048
S017,57575845,初二物理月考后巩固卷,物理,刷真题,未交卷仅在线练,2025/9/22 21:10,21,0,null,0
S019,57575845,初二物理月考后巩固卷,物理,刷真题,已交卷,2025/9/20 19:11,21,10,"10,976,512,109,765,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.5238
S017,57599089,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,已交卷,2025/9/25 10:22,20,5,"1,097,714,910,977,180,000,000,000,000,000,000,000,000",0.75
S019,57599089,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,已交卷,2025/9/25 16:19,20,5,"1,097,716,710,977,400,000,000,000,000,000,000,000,000",0.75
S017,51583581,初二道德与法治上册期中模拟卷（一）,道德与法治,刷真题,已交卷,2025/9/28 17:20,21,4,"10,930,578,109,308,100,000,000,000,000,000",0.8095
S019,51583581,初二道德与法治上册期中模拟卷（一）,道德与法治,刷真题,已交卷,2025/9/28 12:26,21,9,"109,305,161,093,060,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.5714
S019,51583581,初二道德与法治上册期中模拟卷（一）,道德与法治,刷真题,未交卷仅在线练,2025/9/30 14:42,21,0,null,0
S017,53154190,2024年广州市初二生物期中真题卷,生物,刷真题,已交卷,2025/9/3 14:07,11,1,10951316,0.9091
S019,53154190,2024年广州市初二生物期中真题卷,生物,刷真题,已交卷,2025/9/4 15:08,11,1,10951079,0.9091
S021,54337294,2025年广州市初二数学9月月考卷,数学,刷真题,未交卷仅在线练,2025/9/13 8:24,21,0,null,0
S022,54337294,2025年广州市初二数学9月月考卷,数学,刷真题,已交卷,2025/9/14 9:18,21,7,"10,952,265,109,523,500,000,000,000,000,000,000,000,000,000,000,000,000,000",0.6667
S023,54337294,2025年广州市初二数学9月月考卷,数学,刷真题,已交卷,2025/9/15 9:32,21,6,"109,522,651,095,235,000,000,000,000,000,000,000,000,000,000,000",0.7143
S024,54337294,2025年广州市初二数学9月月考卷,数学,刷真题,已交卷,2025/9/14 12:39,21,6,"109,522,601,095,229,000,000,000,000,000,000,000,000,000,000,000",0.7143
S021,52530263,广州大学附属中学初二语文第一次阶段检测,语文,刷真题,未交卷仅在线练,2025/9/10 7:03,7,0,null,0
S022,52530263,广州大学附属中学初二语文第一次阶段检测,语文,刷真题,已交卷,2025/9/10 9:15,7,2,"1,094,294,710,943,020",0.7143
S023,52530263,广州大学附属中学初二语文第一次阶段检测,语文,刷真题,已交卷,2025/9/10 14:28,7,1,10985724,0.8571
S021,57617884,2025年广州市初二英语9月月考卷,英语,刷真题,已交卷,2025/9/13 14:43,11,5,"1,097,782,910,977,970,000,000,000,000,000,000,000,000",0.5455
S022,57617884,2025年广州市初二英语9月月考卷,英语,刷真题,已交卷,2025/9/15 10:44,11,3,"109,779,801,097,813,000,000,000",0.7273
S023,57617884,2025年广州市初二英语9月月考卷,英语,刷真题,未交卷仅在线练,2025/9/15 7:32,11,0,null,0
S024,57617884,2025年广州市初二英语9月月考卷,英语,刷真题,未交卷仅在线练,2025/9/15 20:24,11,0,null,0
S021,57575845,初二物理月考后巩固卷,物理,刷真题,已交卷,2025/9/19 19:57,21,3,"109,767,661,097,683,000,000,000",0.8571
S022,57575845,初二物理月考后巩固卷,物理,刷真题,已交卷,2025/9/20 11:55,21,11,"1,097,649,410,976,520,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.4762
S023,57575845,初二物理月考后巩固卷,物理,刷真题,已交卷,2025/9/19 7:13,21,7,"10,976,540,109,765,400,000,000,000,000,000,000,000,000,000,000,000,000,000",0.6667
S024,57575845,初二物理月考后巩固卷,物理,刷真题,未交卷仅在线练,2025/9/19 21:55,21,0,null,0
S021,57599089,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,已交卷,2025/9/24 11:27,20,6,"109,771,491,097,718,000,000,000,000,000,000,000,000,000,000,000",0.7
S021,57599089,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,未交卷仅在线练,2025/9/28 12:58,20,0,null,0
S022,57599089,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,已交卷,2025/9/25 13:05,20,8,"1,097,716,710,977,170,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.6
S023,57599089,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,已交卷,2025/9/25 17:51,20,8,"1,097,713,810,977,160,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.6
S023,57599089,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,未交卷仅在线练,2025/9/27 19:58,20,0,null,0
S024,57599089,广州大学附属中学初二历史第一次阶段检测,历史,刷真题,未交卷仅在线练,2025/9/25 12:19,20,0,null,0
S022,52647150,初二道德与法治上册期中模拟卷（一）,道德与法治,刷真题,已交卷,2025/9/28 13:19,20,7,"10,949,805,109,498,200,000,000,000,000,000,000,000,000,000,000,000,000,000",0.65
S023,52647150,初二道德与法治上册期中模拟卷（一）,道德与法治,刷真题,未交卷仅在线练,2025/9/29 18:32,20,0,null,0
S024,52647150,初二道德与法治上册期中模拟卷（一）,道德与法治,刷真题,已交卷,2025/9/29 7:10,20,3,"109,497,391,094,982,000,000,000",0.85
S021,52050117,2024年广州市初二生物期中真题卷,生物,刷真题,已交卷,2025/9/5 18:42,21,7,"10,933,532,109,336,300,000,000,000,000,000,000,000,000,000,000,000,000,000",0.6667
S022,52050117,2024年广州市初二生物期中真题卷,生物,刷真题,未交卷仅在线练,2025/9/5 17:33,21,0,null,0
S023,52050117,2024年广州市初二生物期中真题卷,生物,刷真题,未交卷仅在线练,2025/9/5 16:09,21,0,null,0
S024,52050117,2024年广州市初二生物期中真题卷,生物,刷真题,已交卷,2025/9/5 20:04,21,0,null,1
S025,57067322,2025年广州市初三数学9月月考卷,数学,刷真题,已交卷,2025/9/14 19:36,20,6,"109,569,211,095,700,000,000,000,000,000,000,000,000,000,000,000",0.7
S026,57067322,2025年广州市初三数学9月月考卷,数学,刷真题,已交卷,2025/9/15 11:14,20,4,"10,956,818,109,573,300,000,000,000,000,000",0.8
S027,57067322,2025年广州市初三数学9月月考卷,数学,刷真题,已交卷,2025/9/14 20:49,20,7,"10,957,025,109,570,500,000,000,000,000,000,000,000,000,000,000,000,000,000",0.65
S028,57067322,2025年广州市初三数学9月月考卷,数学,刷真题,已交卷,2025/9/15 8:56,20,8,"1,095,674,810,956,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.6
S025,57880201,广州大学附属中学初三语文第一次阶段检测,语文,刷真题,未交卷仅在线练,2025/9/10 12:51,12,0,null,0
S027,57880201,广州大学附属中学初三语文第一次阶段检测,语文,刷真题,未交卷仅在线练,2025/9/8 16:23,12,0,null,0
S028,57880201,广州大学附属中学初三语文第一次阶段检测,语文,刷真题,已交卷,2025/9/9 15:49,12,4,"10,981,780,109,818,300,000,000,000,000,000",0.6667
S026,57289602,2025年广州市初三英语9月月考卷,英语,刷真题,未交卷仅在线练,2025/9/14 16:15,11,0,null,0
S027,57289602,2025年广州市初三英语9月月考卷,英语,刷真题,已交卷,2025/9/15 17:31,11,2,"1,096,702,210,967,080",0.8182
S028,57289602,2025年广州市初三英语9月月考卷,英语,刷真题,未交卷仅在线练,2025/9/15 17:42,11,0,null,0
S025,57310781,初三物理月考后巩固卷,物理,刷真题,已交卷,2025/9/19 17:15,22,10,"10,969,532,109,697,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.5455
S026,57310781,初三物理月考后巩固卷,物理,刷真题,未交卷仅在线练,2025/9/20 15:56,22,0,null,0
S028,57310781,初三物理月考后巩固卷,物理,刷真题,未交卷仅在线练,2025/9/18 20:57,22,0,null,0
S025,57377702,广州大学附属中学初三化学第一次阶段检测,化学,刷真题,已交卷,2025/9/23 18:03,19,4,"10,972,027,109,723,100,000,000,000,000,000",0.7895
S027,57377702,广州大学附属中学初三化学第一次阶段检测,化学,刷真题,未交卷仅在线练,2025/9/25 12:39,19,0,null,0
S028,57377702,广州大学附属中学初三化学第一次阶段检测,化学,刷真题,未交卷仅在线练,2025/9/25 7:01,19,0,null,0
S026,57599089,初三历史上册期中模拟卷（一）,历史,刷真题,已交卷,2025/9/28 8:51,20,7,"10,977,149,109,771,900,000,000,000,000,000,000,000,000,000,000,000,000,000",0.65
S027,57599089,初三历史上册期中模拟卷（一）,历史,刷真题,已交卷,2025/9/29 11:40,20,9,"109,770,751,097,713,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.55
S028,57599089,初三历史上册期中模拟卷（一）,历史,刷真题,未交卷仅在线练,2025/9/29 8:33,20,0,null,0
S025,58108224,2024年广州市初三道德与法治期中真题卷,道德与法治,刷真题,已交卷,2025/9/5 15:40,22,3,"109,841,741,098,426,000,000,000",0.8636
S026,58108224,2024年广州市初三道德与法治期中真题卷,道德与法治,刷真题,未交卷仅在线练,2025/9/3 11:07,22,0,null,0
S027,58108224,2024年广州市初三道德与法治期中真题卷,道德与法治,刷真题,已交卷,2025/9/4 9:02,22,1,10984389,0.9545
S028,58108224,2024年广州市初三道德与法治期中真题卷,道德与法治,刷真题,已交卷,2025/9/3 20:16,22,8,"1,098,413,110,984,170,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.6364
S025,57756764,2025年广州市中考数学模拟卷（一）,数学,刷真题,未交卷仅在线练,2025/9/29 13:22,21,0,null,0
S026,57756764,2025年广州市中考数学模拟卷（一）,数学,刷真题,已交卷,2025/9/27 16:36,21,4,"10,979,961,109,802,900,000,000,000,000,000",0.8095
S027,57756764,2025年广州市中考数学模拟卷（一）,数学,刷真题,已交卷,2025/9/29 9:09,21,8,"1,097,996,210,979,990,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.619
S028,57756764,2025年广州市中考数学模拟卷（一）,数学,刷真题,未交卷仅在线练,2025/9/29 11:56,21,0,null,0
S029,57192220,2025年广州市初三数学9月月考卷,数学,刷真题,已交卷,2025/9/13 11:24,21,5,"1,095,930,710,959,530,000,000,000,000,000,000,000,000",0.7619
S030,57192220,2025年广州市初三数学9月月考卷,数学,刷真题,已交卷,2025/9/15 13:53,21,1,10959383,0.9524
S031,57192220,2025年广州市初三数学9月月考卷,数学,刷真题,未交卷仅在线练,2025/9/14 9:55,21,0,null,0
S032,57192220,2025年广州市初三数学9月月考卷,数学,刷真题,已交卷,2025/9/15 17:32,21,11,"1,095,929,810,959,310,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0.4762
S029,52530263,广州大学附属中学初三语文第一次阶段检测,语文,刷真题,已交卷,2025/9/10 7:21,7,3,"109,429,471,098,572,000,000,000",0.5714
S031,52530263,广州大学附属中学初三语文第一次阶段检测,语文,刷真题,已交卷,2025/9/10 7:14,7,3,"109,857,241,094,302,000,000,000",0.5714
S032,52530263,广州大学附属中学初三语文第一次阶段检测,语文,刷真题,已交卷,2025/9/8 17:41,7,1,10943116,0.8571
S029,46051328,2025年广州市初三英语9月月考卷,英语,刷真题,未交卷仅在线练,2025/9/13 19:31,11,0,null,0
S030,46051328,2025年广州市初三英语9月月考卷,英语,刷真题,未交卷仅在线练,2025/9/14 21:24,11,0,null,0
S031,46051328,2025年广州市初三英语9月月考卷,英语,刷真题,已交卷,2025/9/15 17:26,11,1,10924251,0.9091
