student_id,paper_id,subject,knowledge_point,is_mastered,judge_time
S003,52058690,生物,光合作用,已掌握,2025-09-29 17:53:32
S001,4QJRWEgazpntqibL,语文,诗词鉴赏手法,已掌握,2025-09-06 08:17:09
S001,4QJRWEgazpntqibL,语文,字词释义,已掌握,2025-09-06 08:17:09
S002,4QJRWEgazpntqibL,语文,记叙文阅读理解,已掌握,2025-09-22 20:51:49
S002,4QJRWEgazpntqibL,语文,字词释义,已掌握,2025-09-22 20:51:49
S003,4QJRWEgazpntqibL,语文,文言文翻译,已掌握,2025-09-30 14:47:03
S003,4QJRWEgazpntqibL,语文,记叙文阅读理解,已掌握,2025-09-30 14:47:03
S004,4QJRWMr66Q1H1hlv,数学,绝对值,已掌握,2025-09-16 17:03:25
S004,4QJRWMr66Q1H1hlv,数学,合并同类项,已掌握,2025-09-16 17:03:25
S004,4QJRWMr66Q1H1hlv,数学,一元一次方程的解法,已掌握,2025-09-16 17:03:25
S002,4QJRWEg0wdaiPol3,英语,there be句型,已掌握,2025-09-27 10:58:20
S002,4QJRWEg0wdaiPol3,英语,一般现在时,已掌握,2025-09-27 10:58:20
S002,4QJRWEg0wdaiPol3,英语,阅读理解技巧,已掌握,2025-09-27 10:58:20
S001,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,已掌握,2025-09-16 17:58:01
S001,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-16 17:58:01
S001,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,已掌握,2025-09-16 17:58:01
S001,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-16 17:58:01
S003,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,未掌握,2025-09-17 10:43:40
S003,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-17 10:43:40
S003,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,已掌握,2025-09-17 10:43:40
S003,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-17 10:43:40
S001,HChMkIo89n1AcIqjzdNo,道德与法治,法律的作用,已掌握,2025-09-17 12:39:38
S002,HChMkIo89n1AcIqjzdNo,道德与法治,公民的基本权利与义务,已掌握,2025-09-18 19:10:59
S002,HChMkIo89n1AcIqjzdNo,道德与法治,法律的作用,未掌握,2025-09-18 19:10:59
S003,HChMkIo89n1AcIqjzdNo,道德与法治,公民的基本权利与义务,未掌握,2025-09-08 19:11:15
S003,HChMkIo89n1AcIqjzdNo,道德与法治,法律的作用,已掌握,2025-09-08 19:11:15
S001,4QJRWEfW1UXGZqfw,生物,光合作用,已掌握,2025-09-04 17:16:06
S001,4QJRWEfW1UXGZqfw,生物,细胞的结构与功能,已掌握,2025-09-04 17:16:06
S003,4QJRWEfW1UXGZqfw,生物,光合作用,未掌握,2025-09-03 13:55:30
S004,4QJRWEfW1UXGZqfw,生物,细胞的结构与功能,已掌握,2025-09-16 08:10:47
S001,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-16 18:43:12
S001,4QJRWEfVYygoV1br,物理,质点,已掌握,2025-09-16 18:43:12
S001,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-16 18:43:12
S001,4QJRWEfVYygoV1br,物理,机械运动,已掌握,2025-09-16 18:43:12
S001,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-16 18:43:12
S003,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-14 14:16:25
S003,4QJRWEfVYygoV1br,物理,质点,已掌握,2025-09-14 14:16:25
S003,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-14 14:16:25
S003,4QJRWEfVYygoV1br,物理,机械运动,已掌握,2025-09-14 14:16:25
S003,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-14 14:16:25
S004,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-02 19:35:31
S004,4QJRWEfVYygoV1br,物理,质点,已掌握,2025-09-02 19:35:31
S004,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-02 19:35:31
S004,4QJRWEfVYygoV1br,物理,机械运动,已掌握,2025-09-02 19:35:31
S004,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-02 19:35:31
S002,4QJRWEgazpYYKfKh,语文,文言文翻译,已掌握,2025-09-28 20:26:55
S003,4QJRWEgazpYYKfKh,语文,记叙文阅读理解,已掌握,2025-09-24 19:23:09
S003,4QJRWEgazpYYKfKh,语文,文言文翻译,已掌握,2025-09-24 19:23:09
S004,4QJRWEgazpYYKfKh,语文,记叙文阅读理解,已掌握,2025-09-18 09:28:04
S004,4QJRWEgazpYYKfKh,语文,文言文翻译,已掌握,2025-09-18 09:28:04
S005,29279441,数学,绝对值,未掌握,2025-09-15 21:13:54
S005,29279441,数学,有理数的运算,已掌握,2025-09-15 21:13:54
S007,29279441,数学,合并同类项,未掌握,2025-09-15 08:14:52
S007,29279441,数学,有理数的运算,已掌握,2025-09-15 08:14:52
S007,29279441,数学,绝对值,已掌握,2025-09-15 08:14:52
S006,52670756,语文,字词释义,已掌握,2025-09-10 08:58:13
S006,52670756,语文,文言文翻译,已掌握,2025-09-10 08:58:13
S005,46051328,英语,there be句型,已掌握,2025-09-15 18:34:49
S005,46051328,英语,词汇辨析,已掌握,2025-09-15 18:34:49
S005,46051328,英语,一般现在时,已掌握,2025-09-15 18:34:49
S007,46051328,英语,there be句型,已掌握,2025-09-14 21:18:07
S006,51243124,历史,秦朝统一六国,已掌握,2025-09-20 18:19:51
S006,51243124,历史,辛亥革命,未掌握,2025-09-20 18:19:51
S007,51243124,历史,辛亥革命,已掌握,2025-09-20 19:21:07
S007,51243124,历史,丝绸之路,已掌握,2025-09-20 19:21:07
S008,51243124,历史,辛亥革命,已掌握,2025-09-19 11:05:19
S008,51243124,历史,秦朝统一六国,已掌握,2025-09-19 11:05:19
S005,57549433,道德与法治,法律的作用,未掌握,2025-09-25 15:36:35
S005,57549433,道德与法治,公民的基本权利与义务,已掌握,2025-09-25 15:36:35
S007,57549433,道德与法治,法律的作用,已掌握,2025-09-24 11:42:43
S007,57549433,道德与法治,公民的基本权利与义务,已掌握,2025-09-24 11:42:43
S008,57549433,道德与法治,法律的作用,已掌握,2025-09-25 20:20:27
S005,52617892,生物,光合作用,已掌握,2025-09-29 12:53:54
S005,52617892,生物,细胞的结构与功能,已掌握,2025-09-29 12:53:54
S007,52617892,生物,光合作用,已掌握,2025-09-29 09:33:39
S007,52617892,生物,细胞的结构与功能,已掌握,2025-09-29 09:33:39
S008,52617892,生物,细胞的结构与功能,已掌握,2025-09-27 18:25:04
S005,52081353,科学,物质的变化,已掌握,2025-09-05 14:20:45
S005,52081353,科学,力与运动,已掌握,2025-09-05 14:20:45
S007,52081353,科学,力与运动,已掌握,2025-09-05 07:55:20
S007,52081353,科学,物质的变化,已掌握,2025-09-05 07:55:20
S008,52081353,科学,力与运动,已掌握,2025-09-03 09:29:28
S006,4QJRWEgazoLY6kDf,语文,字词释义,已掌握,2025-09-23 16:22:18
S008,4QJRWEgazoLY6kDf,语文,字词释义,已掌握,2025-09-25 19:09:01
S008,4QJRWEgazoLY6kDf,语文,文言文翻译,已掌握,2025-09-25 19:09:01
S005,4QJRWMr66Q1H1hlv,数学,合并同类项,已掌握,2025-09-05 09:43:07
S005,4QJRWMr66Q1H1hlv,数学,有理数的运算,已掌握,2025-09-05 09:43:07
S006,4QJRWEg0wdaiPol3,英语,阅读理解技巧,已掌握,2025-09-30 12:53:30
S006,4QJRWEg0wdaiPol3,英语,一般现在时,已掌握,2025-09-30 12:53:30
S007,4QJRWEg0wdaiPol3,英语,一般现在时,已掌握,2025-09-15 20:59:31
S007,4QJRWEg0wdaiPol3,英语,there be句型,已掌握,2025-09-15 20:59:31
S007,4QJRWEg0wdaiPol3,英语,词汇辨析,未掌握,2025-09-15 20:59:31
S008,4QJRWEg0wdaiPol3,英语,阅读理解技巧,已掌握,2025-09-11 12:55:32
S008,4QJRWEg0wdaiPol3,英语,there be句型,已掌握,2025-09-11 12:55:32
S005,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,已掌握,2025-09-03 16:30:52
S005,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-03 16:30:52
S005,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,未掌握,2025-09-03 16:30:52
S005,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-03 16:30:52
S006,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,已掌握,2025-09-18 21:50:56
S006,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-18 21:50:56
S006,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,已掌握,2025-09-18 21:50:56
S006,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-18 21:50:56
S007,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,已掌握,2025-09-07 18:49:09
S007,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-07 18:49:09
S007,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,已掌握,2025-09-07 18:49:09
S007,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-07 18:49:09
S005,HChMkIo89n1AcIqjzdNo,道德与法治,公民的基本权利与义务,已掌握,2025-09-05 19:59:14
S005,HChMkIo89n1AcIqjzdNo,道德与法治,法律的作用,已掌握,2025-09-05 19:59:14
S007,HChMkIo89n1AcIqjzdNo,道德与法治,公民的基本权利与义务,已掌握,2025-09-20 07:58:38
S007,HChMkIo89n1AcIqjzdNo,道德与法治,法律的作用,已掌握,2025-09-20 07:58:38
S008,HChMkIo89n1AcIqjzdNo,道德与法治,法律的作用,已掌握,2025-09-19 15:46:27
S008,HChMkIo89n1AcIqjzdNo,道德与法治,公民的基本权利与义务,已掌握,2025-09-19 15:46:27
S005,4QJRWEfZYbcbSQwN,生物,微生物的培养与应用综合,已掌握,2025-09-07 21:25:38
S005,4QJRWEfZYbcbSQwN,生物,分解纤维素的微生物的分离,已掌握,2025-09-07 21:25:38
S005,4QJRWEfZYbcbSQwN,生物,土壤中分解尿素的细菌的分离与计数,已掌握,2025-09-07 21:25:38
S005,4QJRWEfZYbcbSQwN,生物,显微镜直接计数,已掌握,2025-09-07 21:25:38
S005,4QJRWEfZYbcbSQwN,生物,其他微生物的分离与计数,已掌握,2025-09-07 21:25:38
S006,4QJRWEfZYbcbSQwN,生物,微生物的培养与应用综合,已掌握,2025-09-28 21:04:56
S006,4QJRWEfZYbcbSQwN,生物,分解纤维素的微生物的分离,已掌握,2025-09-28 21:04:56
S006,4QJRWEfZYbcbSQwN,生物,土壤中分解尿素的细菌的分离与计数,已掌握,2025-09-28 21:04:56
S006,4QJRWEfZYbcbSQwN,生物,显微镜直接计数,已掌握,2025-09-28 21:04:56
S006,4QJRWEfZYbcbSQwN,生物,其他微生物的分离与计数,已掌握,2025-09-28 21:04:56
S008,4QJRWEfZYbcbSQwN,生物,微生物的培养与应用综合,已掌握,2025-09-24 16:55:04
S008,4QJRWEfZYbcbSQwN,生物,分解纤维素的微生物的分离,已掌握,2025-09-24 16:55:04
S008,4QJRWEfZYbcbSQwN,生物,土壤中分解尿素的细菌的分离与计数,已掌握,2025-09-24 16:55:04
S008,4QJRWEfZYbcbSQwN,生物,显微镜直接计数,已掌握,2025-09-24 16:55:04
S008,4QJRWEfZYbcbSQwN,生物,其他微生物的分离与计数,已掌握,2025-09-24 16:55:04
S005,4QJRWMr6qRVQYnh7,科学,力与运动,已掌握,2025-09-13 10:51:33
S005,4QJRWMr6qRVQYnh7,科学,物质的变化,已掌握,2025-09-13 10:51:33
S006,4QJRWMr6qRVQYnh7,科学,力与运动,已掌握,2025-09-14 11:06:44
S006,4QJRWMr6qRVQYnh7,科学,物质的变化,已掌握,2025-09-14 11:06:44
S007,4QJRWMr6qRVQYnh7,科学,力与运动,已掌握,2025-09-25 15:36:48
S007,4QJRWMr6qRVQYnh7,科学,物质的变化,已掌握,2025-09-25 15:36:48
S005,4QJRWEgazpntqibL,语文,记叙文阅读理解,已掌握,2025-09-30 20:56:16
S005,4QJRWEgazpntqibL,语文,字词释义,已掌握,2025-09-30 20:56:16
S006,4QJRWEgazpntqibL,语文,诗词鉴赏手法,已掌握,2025-09-14 17:09:58
S006,4QJRWEgazpntqibL,语文,记叙文阅读理解,已掌握,2025-09-14 17:09:58
S006,4QJRWEgazpntqibL,语文,字词释义,已掌握,2025-09-14 17:09:58
S007,4QJRWEgazpntqibL,语文,文言文翻译,已掌握,2025-09-23 08:01:23
S007,4QJRWEgazpntqibL,语文,记叙文阅读理解,已掌握,2025-09-23 08:01:23
S008,4QJRWEgazpntqibL,语文,诗词鉴赏手法,已掌握,2025-09-28 20:01:53
S008,4QJRWEgazpntqibL,语文,文言文翻译,未掌握,2025-09-28 20:01:53
S009,56888415,数学,绝对值,已掌握,2025-09-14 10:02:31
S009,56888415,数学,合并同类项,已掌握,2025-09-14 10:02:31
S009,56888415,数学,有理数的运算,已掌握,2025-09-14 10:02:31
S012,56888415,数学,有理数的运算,已掌握,2025-09-15 16:47:02
S012,56888415,数学,绝对值,已掌握,2025-09-15 16:47:02
S010,52670756,语文,诗词鉴赏手法,已掌握,2025-09-10 16:37:28
S010,52670756,语文,字词释义,已掌握,2025-09-10 16:37:28
S010,52670756,语文,记叙文阅读理解,已掌握,2025-09-10 16:37:28
S011,52670756,语文,记叙文阅读理解,已掌握,2025-09-10 19:52:13
S011,52670756,语文,诗词鉴赏手法,已掌握,2025-09-10 19:52:13
S011,52670756,语文,字词释义,已掌握,2025-09-10 19:52:13
S012,52670756,语文,字词释义,已掌握,2025-09-10 10:14:45
S012,52670756,语文,记叙文阅读理解,未掌握,2025-09-10 10:14:45
S012,52670756,语文,文言文翻译,已掌握,2025-09-10 10:14:45
S010,40009548,英语,词汇辨析,已掌握,2025-09-15 13:26:22
S010,40009548,英语,there be句型,未掌握,2025-09-15 13:26:22
S012,40009548,英语,there be句型,已掌握,2025-09-15 07:09:16
S012,40009548,英语,一般现在时,已掌握,2025-09-15 07:09:16
S009,57501215,历史,辛亥革命,未掌握,2025-09-19 16:14:21
S009,57501215,历史,秦朝统一六国,已掌握,2025-09-19 16:14:21
S010,57501215,历史,丝绸之路,已掌握,2025-09-19 16:48:06
S010,57501215,历史,辛亥革命,已掌握,2025-09-19 16:48:06
S011,57501215,历史,丝绸之路,已掌握,2025-09-18 17:27:09
S011,57501215,历史,辛亥革命,已掌握,2025-09-18 17:27:09
S012,57501215,历史,秦朝统一六国,已掌握,2025-09-20 13:14:58
S012,57501215,历史,丝绸之路,已掌握,2025-09-20 13:14:58
S011,58017273,道德与法治,公民的基本权利与义务,已掌握,2025-09-25 18:18:58
S011,58017273,道德与法治,法律的作用,未掌握,2025-09-25 18:18:58
S009,52617892,生物,细胞的结构与功能,已掌握,2025-09-28 10:31:23
S009,52617892,生物,光合作用,已掌握,2025-09-28 10:31:23
S010,52617892,生物,光合作用,已掌握,2025-09-28 16:07:35
S010,52617892,生物,细胞的结构与功能,已掌握,2025-09-28 16:07:35
S011,52617892,生物,光合作用,已掌握,2025-09-29 07:16:42
S011,52617892,生物,细胞的结构与功能,已掌握,2025-09-29 07:16:42
S012,52617892,生物,光合作用,已掌握,2025-09-29 16:49:25
S012,52617892,生物,细胞的结构与功能,已掌握,2025-09-29 16:49:25
S009,51583581,科学,物质的变化,已掌握,2025-09-05 08:31:12
S009,51583581,科学,力与运动,已掌握,2025-09-05 08:31:12
S010,51583581,科学,物质的变化,已掌握,2025-09-04 13:25:01
S010,51583581,科学,力与运动,已掌握,2025-09-04 13:25:01
S011,51583581,科学,物质的变化,已掌握,2025-09-05 16:27:10
S011,51583581,科学,力与运动,已掌握,2025-09-05 16:27:10
S012,51583581,科学,力与运动,已掌握,2025-09-05 10:31:22
S012,51583581,科学,物质的变化,已掌握,2025-09-05 10:31:22
S009,4QJRWEgazpntqibL,语文,记叙文阅读理解,已掌握,2025-09-19 16:03:53
S009,4QJRWEgazpntqibL,语文,文言文翻译,已掌握,2025-09-19 16:03:53
S009,4QJRWEgazpntqibL,语文,字词释义,已掌握,2025-09-19 16:03:53
S010,4QJRWEgazpntqibL,语文,记叙文阅读理解,已掌握,2025-09-19 13:55:22
S010,4QJRWEgazpntqibL,语文,文言文翻译,已掌握,2025-09-19 13:55:22
S010,4QJRWEgazpntqibL,语文,诗词鉴赏手法,已掌握,2025-09-19 13:55:22
S012,4QJRWEgazpntqibL,语文,诗词鉴赏手法,已掌握,2025-09-04 15:04:10
S012,4QJRWEgazpntqibL,语文,文言文翻译,已掌握,2025-09-04 15:04:10
S012,4QJRWEgazpntqibL,语文,字词释义,未掌握,2025-09-04 15:04:10
S009,4QJRWMr66Q1H1hlv,数学,有理数的运算,未掌握,2025-09-22 17:37:31
S009,4QJRWMr66Q1H1hlv,数学,一元一次方程的解法,已掌握,2025-09-22 17:37:31
S010,4QJRWMr66Q1H1hlv,数学,有理数的运算,已掌握,2025-09-10 20:34:24
S010,4QJRWMr66Q1H1hlv,数学,一元一次方程的解法,已掌握,2025-09-10 20:34:24
S010,4QJRWMr66Q1H1hlv,数学,绝对值,已掌握,2025-09-10 20:34:24
S011,4QJRWMr66Q1H1hlv,数学,一元一次方程的解法,已掌握,2025-09-27 15:20:07
S011,4QJRWMr66Q1H1hlv,数学,合并同类项,已掌握,2025-09-27 15:20:07
S012,4QJRWMr66Q1H1hlv,数学,一元一次方程的解法,已掌握,2025-09-27 21:35:06
S009,4QJRWEg0wdaiPol3,英语,一般现在时,已掌握,2025-09-29 09:53:25
S009,4QJRWEg0wdaiPol3,英语,there be句型,未掌握,2025-09-29 09:53:25
S010,4QJRWEg0wdaiPol3,英语,词汇辨析,已掌握,2025-09-30 09:22:09
S010,4QJRWEg0wdaiPol3,英语,阅读理解技巧,已掌握,2025-09-30 09:22:09
S011,4QJRWEg0wdaiPol3,英语,there be句型,已掌握,2025-09-20 09:11:50
S011,4QJRWEg0wdaiPol3,英语,一般现在时,已掌握,2025-09-20 09:11:50
S011,4QJRWEg0wdaiPol3,英语,词汇辨析,已掌握,2025-09-20 09:11:50
S012,4QJRWEg0wdaiPol3,英语,一般现在时,已掌握,2025-09-29 08:54:33
S012,4QJRWEg0wdaiPol3,英语,there be句型,已掌握,2025-09-29 08:54:33
S009,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,已掌握,2025-09-20 20:15:50
S009,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-20 20:15:50
S009,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,已掌握,2025-09-20 20:15:50
S009,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-20 20:15:50
S011,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,已掌握,2025-09-10 16:22:52
S011,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-10 16:22:52
S011,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,已掌握,2025-09-10 16:22:52
S011,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-10 16:22:52
S012,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,已掌握,2025-09-06 11:12:18
S012,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-06 11:12:18
S012,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,已掌握,2025-09-06 11:12:18
S012,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-06 11:12:18
S009,HChMkIo89n1AcIqjzdNo,道德与法治,公民的基本权利与义务,已掌握,2025-09-19 07:12:07
S009,HChMkIo89n1AcIqjzdNo,道德与法治,法律的作用,已掌握,2025-09-19 07:12:07
S010,HChMkIo89n1AcIqjzdNo,道德与法治,公民的基本权利与义务,已掌握,2025-09-09 13:39:12
S011,HChMkIo89n1AcIqjzdNo,道德与法治,公民的基本权利与义务,已掌握,2025-09-19 08:18:31
S012,HChMkIo89n1AcIqjzdNo,道德与法治,公民的基本权利与义务,已掌握,2025-09-16 14:35:43
S012,HChMkIo89n1AcIqjzdNo,道德与法治,法律的作用,已掌握,2025-09-16 14:35:43
S009,4QJRWEfW1UXGZqfw,生物,细胞的结构与功能,已掌握,2025-09-03 17:10:12
S009,4QJRWEfW1UXGZqfw,生物,光合作用,已掌握,2025-09-03 17:10:12
S010,4QJRWEgazoLY6kDf,科学,力与运动,已掌握,2025-09-30 08:08:34
S012,4QJRWEgazoLY6kDf,科学,物质的变化,已掌握,2025-09-13 08:07:20
S012,4QJRWEgazoLY6kDf,科学,力与运动,已掌握,2025-09-13 08:07:20
S009,4QJRWEgazpYYKfKh,语文,记叙文阅读理解,已掌握,2025-09-17 19:54:04
S010,4QJRWEgazpYYKfKh,语文,记叙文阅读理解,已掌握,2025-09-24 11:41:57
S010,4QJRWEgazpYYKfKh,语文,文言文翻译,已掌握,2025-09-24 11:41:57
S010,4QJRWEgazpYYKfKh,语文,诗词鉴赏手法,已掌握,2025-09-24 11:41:57
S014,57291696,数学,有理数的运算,已掌握,2025-09-15 20:50:27
S014,57291696,数学,合并同类项,已掌握,2025-09-15 20:50:27
S014,57291696,数学,绝对值,已掌握,2025-09-15 20:50:27
S015,57291696,数学,绝对值,已掌握,2025-09-15 21:40:52
S015,57291696,数学,有理数的运算,未掌握,2025-09-15 21:40:52
S016,57291696,数学,一元一次方程的解法,未掌握,2025-09-13 20:35:23
S016,57291696,数学,有理数的运算,已掌握,2025-09-13 20:35:23
S014,54327230,语文,字词释义,已掌握,2025-09-10 07:53:30
S014,54327230,语文,记叙文阅读理解,已掌握,2025-09-10 07:53:30
S016,54327230,语文,记叙文阅读理解,已掌握,2025-09-09 09:27:33
S016,54327230,语文,诗词鉴赏手法,已掌握,2025-09-09 09:27:33
S016,54327230,语文,文言文翻译,已掌握,2025-09-09 09:27:33
S014,57792444,英语,词汇辨析,已掌握,2025-09-15 10:14:39
S015,57792444,英语,一般现在时,已掌握,2025-09-14 16:11:29
S016,57792444,英语,there be句型,已掌握,2025-09-15 12:50:58
S016,57310781,物理,声音的传播,未掌握,2025-09-20 08:28:02
S016,57310781,物理,力的合成,已掌握,2025-09-20 08:28:02
S014,51243124,历史,秦朝统一六国,已掌握,2025-09-25 10:40:51
S014,51243124,历史,丝绸之路,已掌握,2025-09-25 10:40:51
S015,51243124,历史,秦朝统一六国,已掌握,2025-09-25 09:01:16
S015,51243124,历史,辛亥革命,已掌握,2025-09-25 09:01:16
S015,51243124,历史,丝绸之路,已掌握,2025-09-25 09:01:16
S014,57307444,道德与法治,法律的作用,已掌握,2025-09-29 16:28:52
S014,57307444,道德与法治,公民的基本权利与义务,未掌握,2025-09-29 16:28:52
S016,57307444,道德与法治,公民的基本权利与义务,已掌握,2025-09-29 20:48:09
S016,57307444,道德与法治,法律的作用,已掌握,2025-09-29 20:48:09
S014,52050117,生物,光合作用,已掌握,2025-09-03 19:16:03
S014,52050117,生物,细胞的结构与功能,已掌握,2025-09-03 19:16:03
S015,52050117,生物,光合作用,已掌握,2025-09-03 07:35:39
S015,52050117,生物,细胞的结构与功能,已掌握,2025-09-03 07:35:39
S016,52050117,生物,光合作用,已掌握,2025-09-05 08:01:45
S016,52050117,生物,细胞的结构与功能,未掌握,2025-09-05 08:01:45
S015,4QJRWEgazpYYKfKh,语文,文言文翻译,已掌握,2025-09-29 07:28:47
S015,4QJRWEgazpYYKfKh,语文,字词释义,已掌握,2025-09-29 07:28:47
S015,4QJRWEgazpYYKfKh,语文,记叙文阅读理解,已掌握,2025-09-29 07:28:47
S016,4QJRWEgazpYYKfKh,语文,记叙文阅读理解,已掌握,2025-09-18 14:00:49
S016,4QJRWEgazpYYKfKh,语文,字词释义,已掌握,2025-09-18 14:00:49
S016,4QJRWEgazpYYKfKh,语文,文言文翻译,已掌握,2025-09-18 14:00:49
S015,4QJRWMr66Q1H1hlw,数学,根据集合中元素的个数求参数,已掌握,2025-09-10 21:44:33
S015,4QJRWMr66Q1H1hlw,数学,根据集合相等关系进行计算,已掌握,2025-09-10 21:44:33
S015,4QJRWMr66Q1H1hlw,数学,判断元素能否构成集合,已掌握,2025-09-10 21:44:33
S015,4QJRWMr66Q1H1hlw,数学,判断是否为同一集合,已掌握,2025-09-10 21:44:33
S015,4QJRWMr66Q1H1hlw,数学,根据元素与集合的关系求参数,已掌握,2025-09-10 21:44:33
S015,4QJRWMr66Q1H1hlw,数学,常用数集或数集关系应用,已掌握,2025-09-10 21:44:33
S015,4QJRWMr66Q1H1hlw,数学,利用集合元素的互异性求参数,已掌握,2025-09-10 21:44:33
S015,4QJRWMr66Q1H1hlw,数学,利用集合中元素的性质求集合元素个数,已掌握,2025-09-10 21:44:33
S015,4QJRWMr66Q1H1hlw,数学,集合元素互异性的应用,已掌握,2025-09-10 21:44:33
S015,4QJRWMr66Q1H1hlw,数学,判断元素与集合的关系,已掌握,2025-09-10 21:44:33
S014,4QJRWEg0wdaiPol3,英语,阅读理解技巧,未掌握,2025-09-21 12:17:56
S015,4QJRWEg0wdaiPol3,英语,阅读理解技巧,已掌握,2025-09-15 10:22:38
S015,4QJRWEg0wdaiPol3,英语,词汇辨析,已掌握,2025-09-15 10:22:38
S016,4QJRWEg0wdaiPol3,英语,there be句型,已掌握,2025-09-20 12:53:46
