student_id,paper_id,paper_name,subject,scene,is_submit,submit_time,total_questions,wrong_count,wrong_question_ids,correct_rate
S016,4QJRWEfX8zNJw6Pv,2. 光电效应,物理,同步学在线练,已交卷,2025/9/18 14:06,10,4,"10926373,10926476,10926549,10926582",0.6
S014,4QJRWEfVYygoV1br,1. 质点　参考系,历史,同步学在线练,未交卷,2025/9/30 17:50,5,0,null,0
S016,4QJRWEfVYygoV1br,1. 质点　参考系,历史,同步学在线练,已交卷,2025/9/9 16:42,5,1,10926166,0.8
S016,4QJRWEfVYygoV1br,1. 质点　参考系,历史,同步学在线练,未交卷,2025/9/9 15:03,5,0,null,0
S014,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/2 7:31,5,1,10985681,0.8
S015,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/22 16:04,5,2,"10985578,10985681",0.6
S016,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/20 20:32,5,0,null,1.0
S014,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,生物,同步学在线练,已交卷,2025/9/21 21:02,5,2,"10926748,10926792",0.6
S015,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,生物,同步学在线练,已交卷,2025/9/26 13:53,5,2,"10926830,10926836",0.6
S014,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/16 17:43,5,1,10927457,0.8
S015,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/24 18:07,5,0,null,1.0
S016,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,未交卷,2025/9/18 15:31,5,0,null,0
S017,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/30 21:03,5,0,null,1.0
S019,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/7 12:19,5,0,null,1.0
S019,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/30 9:53,10,2,"10928291,10928306",0.8
S019,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,未交卷,2025/9/30 8:55,10,0,null,0
S017,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/18 14:29,5,1,10927159,0.8
S019,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,未交卷,2025/9/8 19:35,5,0,null,0
S017,4QJRWEfX8zNJw6Pv,2. 光电效应,物理,同步学在线练,已交卷,2025/9/20 19:31,10,3,"10926476,10926615,10926719",0.7
S019,4QJRWEfX8zNJw6Pv,2. 光电效应,物理,同步学在线练,已交卷,2025/9/5 10:54,10,5,"10926476,10926549,10926615,10926706,10926719",0.5
S017,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,历史,同步学在线练,已交卷,2025/9/17 14:29,6,1,10927040,0.8333
S017,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/15 8:17,5,1,10985578,0.8
S019,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/24 11:33,5,2,"10985678,10985681",0.6
S017,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,生物,同步学在线练,已交卷,2025/9/20 12:25,5,1,10926792,0.8
S019,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,生物,同步学在线练,已交卷,2025/9/11 11:47,5,1,10926784,0.8
S017,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,未交卷,2025/9/25 10:18,5,0,null,0
S019,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/16 12:59,5,1,10927921,0.8
S021,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/15 13:52,5,0,null,1.0
S022,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/9 21:20,5,2,"10927671,10927693",0.6
S023,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/10 7:07,5,0,null,1.0
S024,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,未交卷,2025/9/27 15:10,5,0,null,0
S021,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/17 10:33,10,4,"10928218,10928235,10928386,10928531",0.6
S022,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,未交卷,2025/9/26 17:29,10,0,null,0
S023,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/26 14:31,10,2,"10927981,10928235",0.8
S024,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/30 21:37,10,5,"10928291,10928306,10928358,10928420,10928488",0.5
S021,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/3 18:40,5,2,"10927052,10927159",0.6
S022,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/19 9:06,5,1,10927098,0.8
S023,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/18 21:17,5,1,10927137,0.8
S024,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/27 20:40,5,3,"10927052,10927098,10927137",0.4
S024,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,未交卷,2025/9/28 9:40,5,0,null,0
S021,4QJRWEfX8zNJw6Pv,2. 光电效应,物理,同步学在线练,已交卷,2025/9/28 21:11,10,3,"10926549,10926569,10926615",0.7
S022,4QJRWEfX8zNJw6Pv,2. 光电效应,物理,同步学在线练,已交卷,2025/9/10 13:41,10,5,"10926373,10926442,10926502,10926569,10926582",0.5
S023,4QJRWEfX8zNJw6Pv,2. 光电效应,物理,同步学在线练,未交卷,2025/9/24 13:03,10,0,null,0
S024,4QJRWEfX8zNJw6Pv,2. 光电效应,物理,同步学在线练,已交卷,2025/9/21 14:20,10,5,"10926502,10926569,10926582,10926615,10926706",0.5
S022,4QJRWEgazoLY6kDf,1 春夏秋冬,历史,同步学在线练,已交卷,2025/9/30 17:49,5,2,"10927561,10927599",0.6
S023,4QJRWEgazoLY6kDf,1 春夏秋冬,历史,同步学在线练,未交卷,2025/9/10 14:13,5,0,null,0
S021,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/7 17:52,5,1,10985681,0.8
S022,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/8 14:01,5,1,10985598,0.8
S021,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,未交卷,2025/9/25 9:13,4,0,null,0
S022,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/27 13:57,4,2,"10926227,10926243",0.5
S023,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/24 17:05,4,1,10926243,0.75
S024,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,未交卷,2025/9/14 14:24,4,0,null,0
S022,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/24 21:35,5,2,"10927892,10927906",0.6
S023,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/24 18:43,5,1,10927959,0.8
S024,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/24 17:27,5,2,"10927921,10927959",0.6
S025,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,未交卷,2025/9/22 11:48,5,0,null,0
S026,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/30 7:57,5,1,10927671,0.8
S027,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/7 18:58,5,2,"10927671,10985724",0.6
S028,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/10 11:07,5,1,10985724,0.8
S025,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/6 20:50,10,2,"10928306,10928386",0.8
S026,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/5 9:45,10,1,10927981,0.9
S027,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/29 17:29,10,4,"10927981,10928306,10928358,10928386",0.6
S028,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/6 7:11,10,5,"10927981,10928291,10928386,10928420,10928531",0.5
S025,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/8 19:45,5,1,10927159,0.8
S026,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/21 18:32,5,1,10927159,0.8
S027,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/10 11:47,5,1,10927098,0.8
S028,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/30 12:21,5,1,10927305,0.8
S025,4QJRWEfVYygoV1br,1. 质点　参考系,物理,同步学在线练,已交卷,2025/9/6 20:23,5,2,"10925995,10926087",0.6
S026,4QJRWEfVYygoV1br,1. 质点　参考系,物理,同步学在线练,已交卷,2025/9/28 7:41,5,0,null,1.0
S027,4QJRWEfVYygoV1br,1. 质点　参考系,物理,同步学在线练,未交卷,2025/9/23 20:21,5,0,null,0
S028,4QJRWEfVYygoV1br,1. 质点　参考系,物理,同步学在线练,已交卷,2025/9/11 19:42,5,2,"10925995,10926087",0.6
S025,HChMkIl6NfBXY0JkO8QW,氧化还原反应,化学,升学备考-精准练题组在线练,已交卷,2025/9/1 15:49,5,0,null,1.0
S025,HChMkIl6NfBXY0JkO8QW,氧化还原反应,化学,升学备考-精准练题组在线练,未交卷,2025/9/3 10:06,5,0,null,0
S026,HChMkIl6NfBXY0JkO8QW,氧化还原反应,化学,升学备考-精准练题组在线练,已交卷,2025/9/5 14:32,5,1,10985539,0.8
S027,HChMkIl6NfBXY0JkO8QW,氧化还原反应,化学,升学备考-精准练题组在线练,已交卷,2025/9/15 11:56,5,2,"10985437,10985539",0.6
S028,HChMkIl6NfBXY0JkO8QW,氧化还原反应,化学,升学备考-精准练题组在线练,已交卷,2025/9/8 15:50,5,2,"10985437,10985539",0.6
S025,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,历史,同步学在线练,已交卷,2025/9/5 9:26,5,1,10926784,0.8
S026,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,历史,同步学在线练,未交卷,2025/9/15 15:29,5,0,null,0
S027,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,历史,同步学在线练,已交卷,2025/9/19 20:49,5,3,"10926748,10926792,10926836",0.4
S028,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,历史,同步学在线练,已交卷,2025/9/26 14:36,5,2,"10926748,10926830",0.6
S025,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/4 10:02,5,1,10985678,0.8
S026,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,未交卷,2025/9/6 19:55,5,0,null,0
S027,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/20 10:28,5,0,null,1.0
S027,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,未交卷,2025/9/20 15:12,5,0,null,0
S028,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,未交卷,2025/9/20 9:45,5,0,null,0
S025,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/25 15:09,5,0,null,1.0
S026,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,未交卷,2025/9/30 14:25,5,0,null,0
S027,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/27 9:23,5,2,"10927561,10927621",0.6
S027,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,未交卷,2025/9/27 11:53,5,0,null,0
S028,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/30 10:20,5,1,10927561,0.8
S029,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,未交卷,2025/9/15 12:19,5,0,null,0
S030,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/13 15:30,5,1,10927599,0.8
S030,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,未交卷,2025/9/13 9:51,5,0,null,0
S031,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/28 21:39,5,2,"10927561,10927621",0.6
S031,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,未交卷,2025/9/30 20:58,5,0,null,0
